Timestamp,Dancer_Setpoint,Dancer_Process_Value,Dancer_Output,Nip_Setpoint,Nip_Process_Value,Nip_Output,Line_Speed,Pressure,Quality_Score,Shift,Demo_Event
2026-09-15T14:50:00.000Z,50,49.659,49.995,42,42.365,43.17,119.79,6.115,98.547,B,Praca stabilna
2026-09-15T14:55:00.000Z,50,49.66,49.934,42,42.304,43.068,120.048,6.125,98.526,B,Praca stabilna
2026-09-15T15:00:00.000Z,50,49.66,49.776,42,42.221,42.988,120.306,6.136,98.504,B,Praca stabilna
2026-09-15T15:05:00.000Z,50,49.665,49.531,42,42.126,42.934,120.56,6.147,98.484,B,Praca stabilna
2026-09-15T15:10:00.000Z,50,49.686,49.22,42,42.029,42.905,120.805,6.16,98.464,B,Praca stabilna
2026-09-15T15:15:00.000Z,50,49.727,48.864,42,41.943,42.902,121.04,6.172,98.446,B,Praca stabilna
2026-09-15T15:20:00.000Z,50,49.793,48.488,42,41.875,42.927,121.26,6.185,98.428,B,Praca stabilna
2026-09-15T15:25:00.000Z,50,49.883,48.115,42,41.83,42.977,121.463,6.199,98.413,B,Praca stabilna
2026-09-15T15:30:00.000Z,50,49.995,47.765,42,41.806,43.053,121.646,6.212,98.398,B,Praca stabilna
2026-09-15T15:35:00.000Z,50,50.118,47.455,42,41.8,43.152,121.806,6.225,98.386,B,Praca stabilna
2026-09-15T15:40:00.000Z,50,50.243,47.195,42,41.802,43.271,121.941,6.238,98.375,B,Praca stabilna
2026-09-15T15:45:00.000Z,50,50.359,46.991,42,41.802,43.408,122.049,6.25,98.366,B,Praca stabilna
2026-09-15T15:50:00.000Z,50,50.453,46.843,42,41.793,43.559,122.129,6.262,98.359,B,Praca stabilna
2026-09-15T15:55:00.000Z,50,50.519,46.745,42,41.769,43.722,122.179,6.273,98.354,B,Praca stabilna
2026-09-15T16:00:00.000Z,50,50.551,46.691,42,41.73,43.891,122.2,6.283,98.351,B,Praca stabilna
2026-09-15T16:05:00.000Z,50,50.551,46.672,42,41.679,44.062,122.189,6.292,98.35,B,Praca stabilna
2026-09-15T16:10:00.000Z,50,50.521,46.679,42,41.624,44.232,122.149,6.3,98.351,B,Praca stabilna
2026-09-15T16:15:00.000Z,50,50.47,46.706,42,41.577,44.397,122.079,6.307,98.354,B,Praca stabilna
2026-09-15T16:20:00.000Z,50,50.407,46.75,42,41.547,44.552,121.98,6.312,98.36,B,Praca stabilna
2026-09-15T16:25:00.000Z,50,50.343,46.81,42,41.542,44.693,121.854,6.316,98.367,B,Praca stabilna
2026-09-15T16:30:00.000Z,50,50.284,46.889,42,41.566,44.818,121.702,6.319,98.376,B,Praca stabilna
2026-09-15T16:35:00.000Z,50,50.236,46.993,42,41.618,44.922,121.526,6.32,98.387,B,Praca stabilna
2026-09-15T16:40:00.000Z,50,50.2,47.128,42,41.691,45.004,121.33,6.32,98.4,B,Praca stabilna
2026-09-15T16:45:00.000Z,50,50.173,47.3,42,41.778,45.062,121.115,6.318,98.414,B,Praca stabilna
2026-09-15T16:50:00.000Z,50,50.15,47.513,42,41.865,45.094,120.885,6.314,98.43,B,Praca stabilna
2026-09-15T16:55:00.000Z,50,50.123,47.768,42,41.942,45.099,120.642,6.31,98.447,B,Praca stabilna
2026-09-15T17:00:00.000Z,50,50.085,48.061,42,39.103,43.277,120.391,6.304,96.666,B,Spadek Nip — dolny próg
2026-09-15T17:05:00.000Z,50,50.031,48.384,42,39.143,43.229,120.134,6.296,96.686,B,Spadek Nip — dolny próg
2026-09-15T17:10:00.000Z,50,49.958,48.721,42,39.165,43.156,119.875,6.288,96.706,B,Spadek Nip — dolny próg
2026-09-15T17:15:00.000Z,50,49.867,49.054,42,39.174,43.06,119.618,6.278,96.728,B,Spadek Nip — dolny próg
2026-09-15T17:20:00.000Z,50,49.764,49.364,42,39.179,42.943,119.367,6.267,96.75,B,Spadek Nip — dolny próg
2026-09-15T17:25:00.000Z,50,49.657,49.627,42,39.19,42.807,119.124,6.256,96.772,B,Spadek Nip — dolny próg
2026-09-15T17:30:00.000Z,50,49.557,49.823,42,39.214,42.657,118.893,6.244,96.795,B,Spadek Nip — dolny próg
2026-09-15T17:35:00.000Z,50,49.476,49.934,42,39.255,42.496,118.677,6.231,96.817,B,Spadek Nip — dolny próg
2026-09-15T17:40:00.000Z,50,49.422,49.948,42,39.313,42.327,118.48,6.218,96.84,B,Spadek Nip — dolny próg
2026-09-15T17:45:00.000Z,50,49.401,49.861,42,39.383,42.156,118.304,6.205,96.862,B,Spadek Nip — dolny próg
2026-09-15T17:50:00.000Z,50,49.416,49.673,42,39.454,41.985,118.151,6.192,96.884,B,Spadek Nip — dolny próg
2026-09-15T17:55:00.000Z,50,49.464,49.396,42,39.518,41.82,118.024,6.178,96.905,B,Spadek Nip — dolny próg
2026-09-15T18:00:00.000Z,50,49.539,49.046,42,42.462,43.464,117.924,6.165,98.725,B,Praca stabilna
2026-09-15T18:05:00.000Z,50,49.63,48.645,42,42.48,43.321,117.853,6.153,98.744,B,Praca stabilna
2026-09-15T18:10:00.000Z,50,49.728,48.218,42,42.468,43.195,117.811,6.141,98.762,B,Praca stabilna
2026-09-15T18:15:00.000Z,50,49.822,47.793,42,42.428,43.088,117.8,6.13,98.779,B,Praca stabilna
2026-09-15T18:20:00.000Z,50,49.904,47.395,42,42.367,43.003,117.819,6.119,98.794,B,Praca stabilna
2026-09-15T18:25:00.000Z,50,49.97,47.045,42,42.294,42.943,117.869,6.11,98.807,B,Praca stabilna
2026-09-15T18:30:00.000Z,50,50.019,46.762,42,42.221,42.909,117.948,6.102,98.819,B,Praca stabilna
2026-09-15T18:35:00.000Z,50,50.054,46.555,42,42.158,42.901,118.055,6.095,98.829,B,Praca stabilna
2026-09-15T18:40:00.000Z,50,50.082,46.428,42,42.11,42.919,118.189,6.089,98.837,B,Praca stabilna
2026-09-15T18:45:00.000Z,50,50.11,46.38,42,42.08,42.965,118.348,6.085,98.844,B,Praca stabilna
2026-09-15T18:50:00.000Z,50,50.144,46.401,42,42.065,43.035,118.53,6.082,98.848,B,Praca stabilna
2026-09-15T18:55:00.000Z,50,50.191,46.481,42,42.059,43.129,118.732,6.08,98.85,B,Praca stabilna
2026-09-15T19:00:00.000Z,50,50.251,46.605,42,42.052,43.244,118.952,6.08,98.85,B,Praca stabilna
2026-09-15T19:05:00.000Z,50,50.322,46.759,42,42.034,43.378,119.186,6.082,98.848,B,Praca stabilna
2026-09-15T19:10:00.000Z,50,50.399,46.932,42,42,43.526,119.432,6.085,98.844,B,Praca stabilna
2026-09-15T19:15:00.000Z,50,50.472,47.113,42,41.946,43.687,119.685,6.089,98.838,B,Praca stabilna
2026-09-15T19:20:00.000Z,50,50.532,47.296,42,41.874,43.854,119.943,6.095,98.829,B,Praca stabilna
2026-09-15T19:25:00.000Z,50,50.569,47.479,42,41.789,44.026,120.201,6.102,98.819,B,Praca stabilna
2026-09-15T19:30:00.000Z,50,50.575,47.663,42,41.703,44.197,120.457,6.11,98.808,B,Praca stabilna
2026-09-15T19:35:00.000Z,50,50.547,47.852,42,41.627,44.363,120.706,6.119,98.794,B,Praca stabilna
2026-09-15T19:40:00.000Z,50,50.486,48.049,42,41.57,44.52,120.946,6.13,98.779,B,Praca stabilna
2026-09-15T19:45:00.000Z,50,50.395,48.258,42,41.54,44.664,121.173,6.141,98.763,B,Praca stabilna
2026-09-15T19:50:00.000Z,50,50.284,48.48,42,41.539,44.793,121.383,6.153,98.745,B,Praca stabilna
2026-09-15T19:55:00.000Z,50,50.164,48.713,42,41.565,44.902,121.574,6.165,98.726,B,Praca stabilna
2026-09-15T20:00:00.000Z,50,50.045,48.951,42,41.611,44.989,121.744,6.178,98.705,B,Praca stabilna
2026-09-15T20:05:00.000Z,50,49.939,49.183,42,41.667,45.052,121.889,6.191,98.684,B,Praca stabilna
2026-09-15T20:10:00.000Z,50,49.852,49.397,42,41.722,45.089,122.008,6.205,98.663,B,Praca stabilna
2026-09-15T20:15:00.000Z,50,49.788,49.575,42,41.768,45.1,122.1,6.218,98.64,B,Praca stabilna
2026-09-15T20:20:00.000Z,50,49.747,49.702,42,41.798,45.084,122.162,6.231,98.618,B,Praca stabilna
2026-09-15T20:25:00.000Z,50,49.724,49.76,42,41.813,45.041,122.195,6.244,98.595,B,Praca stabilna
2026-09-15T20:30:00.000Z,50,49.712,49.738,42,41.816,44.974,122.197,6.256,98.573,B,Praca stabilna
2026-09-15T20:35:00.000Z,50,49.703,49.627,42,41.815,44.882,122.169,6.267,98.55,B,Praca stabilna
2026-09-15T20:40:00.000Z,50,49.69,49.427,42,41.819,44.769,122.111,6.278,98.528,B,Praca stabilna
2026-09-15T20:45:00.000Z,50,49.668,49.143,42,41.837,44.637,122.024,6.288,98.507,B,Praca stabilna
2026-09-15T20:50:00.000Z,50,49.637,48.788,42,41.877,44.49,121.908,6.296,98.486,B,Praca stabilna
2026-09-15T20:55:00.000Z,50,49.599,48.381,42,41.938,44.331,121.767,6.303,98.466,B,Praca stabilna
2026-09-15T21:00:00.000Z,50,49.559,47.945,42,42.02,44.164,121.601,6.31,98.448,B,Praca stabilna
2026-09-15T21:05:00.000Z,50,49.526,47.508,42,42.114,43.992,121.412,6.314,98.43,B,Praca stabilna
2026-09-15T21:10:00.000Z,50,49.509,47.097,42,42.209,43.821,121.205,6.318,98.414,B,Praca stabilna
2026-09-15T21:15:00.000Z,50,49.517,46.736,42,42.296,43.655,120.98,6.32,98.4,B,Praca stabilna
2026-09-15T21:20:00.000Z,50,49.554,46.447,42,42.362,43.496,120.742,6.32,98.387,B,Praca stabilna
2026-09-15T21:25:00.000Z,50,49.622,46.246,42,42.402,43.35,120.494,6.319,98.376,B,Praca stabilna
2026-09-15T21:30:00.000Z,50,49.719,46.141,42,42.414,43.22,120.239,6.316,98.367,B,Praca stabilna
2026-09-15T21:35:00.000Z,50,49.837,46.132,42,42.402,43.109,119.981,6.312,98.36,B,Praca stabilna
2026-09-15T21:40:00.000Z,50,49.967,46.214,42,42.372,43.019,119.722,6.307,98.354,B,Praca stabilna
2026-09-15T21:45:00.000Z,50,50.097,46.374,42,42.334,42.954,119.468,6.3,98.351,B,Praca stabilna
2026-09-15T21:50:00.000Z,50,50.215,46.595,42,42.299,42.914,119.221,6.292,98.35,B,Praca stabilna
2026-09-15T21:55:00.000Z,50,50.312,46.858,42,42.274,42.9,118.985,6.283,98.351,B,Praca stabilna
2026-09-15T22:00:00.000Z,50,50.382,47.144,42,42.264,42.913,118.763,6.273,98.354,C,Praca stabilna
2026-09-15T22:05:00.000Z,50,50.422,47.435,42,42.267,42.953,118.558,6.262,98.359,C,Praca stabilna
2026-09-15T22:10:00.000Z,50,50.436,47.715,42,42.28,43.018,118.373,6.251,98.366,C,Praca stabilna
2026-09-15T22:15:00.000Z,50,50.429,47.976,42,42.293,43.107,118.21,6.238,98.375,C,Praca stabilna
2026-09-15T22:20:00.000Z,50,50.41,48.21,42,42.297,43.218,118.073,6.225,98.385,C,Praca stabilna
2026-09-15T22:25:00.000Z,50,50.386,48.417,42,42.282,43.348,117.961,6.212,98.398,C,Praca stabilna
2026-09-15T22:30:00.000Z,50,50.366,48.599,42,42.243,43.494,117.878,6.199,98.412,C,Praca stabilna
2026-09-15T22:35:00.000Z,50,50.353,48.759,42,42.18,43.652,117.825,6.186,98.428,C,Praca stabilna
2026-09-15T22:40:00.000Z,50,50.35,48.903,42,42.095,43.818,117.801,6.173,98.445,C,Praca stabilna
2026-09-15T22:45:00.000Z,50,50.353,49.035,42,41.997,43.989,117.808,6.16,98.464,C,Praca stabilna
2026-09-15T22:50:00.000Z,50,50.357,49.156,42,41.897,44.161,117.845,6.147,98.483,C,Praca stabilna
2026-09-15T22:55:00.000Z,50,50.353,49.266,42,41.806,44.328,117.912,6.136,98.504,C,Praca stabilna
2026-09-15T23:00:00.000Z,50,50.334,49.36,42,41.735,44.487,118.008,6.125,98.525,C,Praca stabilna
2026-09-15T23:05:00.000Z,50,50.293,49.429,42,41.688,44.635,118.131,6.115,98.547,C,Praca stabilna
2026-09-15T23:10:00.000Z,50,50.227,49.464,42,41.668,44.767,118.28,6.106,98.57,C,Praca stabilna
2026-09-15T23:15:00.000Z,50,50.135,49.452,42,41.669,44.88,118.453,6.098,98.592,C,Praca stabilna
2026-09-15T23:20:00.000Z,50,50.022,49.384,42,41.685,44.972,118.647,6.092,98.615,C,Praca stabilna
2026-09-15T23:25:00.000Z,50,49.897,49.251,42,41.705,45.04,118.86,6.087,98.637,C,Praca stabilna
2026-09-15T23:30:00.000Z,50,49.771,49.049,42,41.72,45.083,119.089,6.083,98.66,C,Praca stabilna
2026-09-15T23:35:00.000Z,50,49.654,48.78,42,41.723,45.1,119.331,6.081,98.682,C,Praca stabilna
2026-09-15T23:40:00.000Z,50,49.559,48.45,42,41.711,45.09,119.581,6.08,98.703,C,Praca stabilna
2026-09-15T23:45:00.000Z,50,49.492,48.075,42,41.687,45.053,119.838,6.081,98.723,C,Praca stabilna
2026-09-15T23:50:00.000Z,50,49.458,47.672,42,41.656,44.99,120.096,6.083,98.742,C,Praca stabilna
2026-09-15T23:55:00.000Z,50,49.457,47.265,42,41.628,44.903,120.353,6.086,98.76,C,Praca stabilna
2026-09-16T00:00:00.000Z,50,49.485,46.879,42,41.613,44.795,131.106,6.511,97.677,C,Wysoka prędkość — górny próg
2026-09-16T00:05:00.000Z,50,49.532,46.541,42,41.62,44.667,131.35,6.518,97.692,C,Wysoka prędkość — górny próg
2026-09-16T00:10:00.000Z,50,49.591,46.271,42,41.653,44.523,131.582,6.525,97.706,C,Wysoka prędkość — górny próg
2026-09-16T00:15:00.000Z,50,49.652,46.09,42,41.713,44.366,131.8,6.534,97.718,C,Wysoka prędkość — górny próg
2026-09-16T00:20:00.000Z,50,49.706,46.009,42,41.795,44.2,131.999,6.544,97.728,C,Wysoka prędkość — górny próg
2026-09-16T00:25:00.000Z,50,49.75,46.033,42,41.891,44.029,132.178,6.555,97.737,C,Wysoka prędkość — górny próg
2026-09-16T00:30:00.000Z,50,49.783,46.158,42,41.989,43.857,132.333,6.566,97.743,C,Wysoka prędkość — górny próg
2026-09-16T00:35:00.000Z,50,49.807,46.373,42,42.078,43.689,132.463,6.578,97.747,C,Wysoka prędkość — górny próg
2026-09-16T00:40:00.000Z,50,49.828,46.663,42,42.149,43.529,132.566,6.591,97.75,C,Wysoka prędkość — górny próg
2026-09-16T00:45:00.000Z,50,49.854,47.006,42,42.198,43.38,132.641,6.604,97.75,C,Wysoka prędkość — górny próg
2026-09-16T00:50:00.000Z,50,49.893,47.378,42,42.223,43.246,132.685,6.617,97.748,C,Wysoka prędkość — górny próg
2026-09-16T00:55:00.000Z,50,49.948,47.755,42,42.229,43.131,132.7,6.631,97.744,C,Wysoka prędkość — górny próg
