Timestamp,Dancer_Setpoint,Dancer_Process_Value,Dancer_Output,Nip_Setpoint,Nip_Process_Value,Nip_Output,Seal1_Heat1_Setpoint,Seal1_Heat1_Process_Value,Seal1_Heat1_Draw_Temp_Correction,Seal1_Heat2_Setpoint,Seal1_Heat2_Process_Value,Seal1_Heat2_Draw_Temp_Correction,Seal1_Heat3_Setpoint,Seal1_Heat3_Process_Value,Seal1_Heat3_Draw_Temp_Correction,Seal1_Heat4_Setpoint,Seal1_Heat4_Process_Value,Seal1_Heat4_Draw_Temp_Correction,Seal2_Heat1_Setpoint,Seal2_Heat1_Process_Value,Seal2_Heat1_Draw_Temp_Correction,Seal2_Heat2_Setpoint,Seal2_Heat2_Process_Value,Seal2_Heat2_Draw_Temp_Correction,Seal2_Heat3_Setpoint,Seal2_Heat3_Process_Value,Seal2_Heat3_Draw_Temp_Correction,Seal2_Heat4_Setpoint,Seal2_Heat4_Process_Value,Seal2_Heat4_Draw_Temp_Correction,Seal1_Temperature_Setpoint,Seal1_Temperature_Process_Value,Seal2_Temperature_Setpoint,Seal2_Temperature_Process_Value,Line_Speed,Production_Length,Extrusion_Output,Printmark_Sensor_1_Offset,Printmark_Sensor_2_Offset,Punch_Position_Offset,Punch_Speed_Offset,Seal1_Position_Offset,Seal2_Position_Offset
2026-07-01T02:30:00.000Z,50,50.559,50.374,42,42.62,45.693,99.4,101.378,-1.978,99.8,101.429,-1.629,100.2,101.85,-1.65,100.6,102.151,-1.551,100,101.875,-1.875,100.4,102.455,-2.055,100.8,102.201,-1.401,101.2,102.778,-1.578,100,102.015,101,101.565,36.064,306900,76.072,0.372,-0.087,0.266,0.248,0.269,0.158
2026-07-01T02:45:00.000Z,50,50.722,51.031,42,42.588,45.989,99.4,101.359,-1.959,99.8,101.122,-1.322,100.2,101.75,-1.55,100.6,102.143,-1.543,100,101.505,-1.505,100.4,102.302,-1.902,100.8,102.779,-1.979,101.2,103.085,-1.885,100,102.006,101,101.947,36.303,337590,74.702,0.313,-0.109,0.275,0.276,0.285,0.13
2026-07-01T03:00:00.000Z,50,51.087,50.311,42,42.807,45.101,99.4,101.492,-2.092,99.8,101.152,-1.352,100.2,101.958,-1.758,100.6,102.109,-1.509,100,101.809,-1.809,100.4,101.942,-1.542,100.8,102.696,-1.896,101.2,102.82,-1.62,100,101.997,101,101.946,36.303,368280,74.528,0.355,-0.255,0.279,0.276,0.298,0.1
2026-07-01T03:15:00.000Z,50,51.063,50.052,42,42.976,45.643,99.4,101.02,-1.62,99.8,101.336,-1.536,100.2,101.737,-1.537,100.6,102.3,-1.7,100,101.321,-1.321,100.4,101.817,-1.417,100.8,102.805,-2.005,101.2,102.753,-1.553,100,101.886,101,102.152,36.231,398970,74.294,0.24,-0.255,0.28,0.268,0.308,0.069
2026-07-01T03:30:00.000Z,50,50.927,49.588,42,42.45,45.162,99.4,100.982,-1.582,99.8,101.582,-1.782,100.2,101.944,-1.744,100.6,102.47,-1.87,100,102.047,-2.047,100.4,102.411,-2.011,100.8,102.579,-1.779,101.2,102.82,-1.62,100,102.104,101,102.067,36.343,429660,73.578,0.227,-0.346,0.276,0.281,0.315,0.038
2026-07-01T03:45:00.000Z,50,51.369,48.254,42,42.873,44.211,99.4,101.26,-1.86,99.8,101.211,-1.411,100.2,102.231,-2.031,100.6,101.963,-1.363,100,102.051,-2.051,100.4,101.847,-1.447,100.8,102.882,-2.082,101.2,102.671,-1.471,100,102.015,101,102.106,36.022,460350,72.364,0.133,-0.388,0.267,0.243,0.319,0.006
2026-07-01T04:00:00.000Z,50,51.311,48.5,42,42.607,43.556,99.4,100.746,-1.346,99.8,101.219,-1.419,100.2,101.612,-1.412,100.6,102.182,-1.582,100,101.549,-1.549,100.4,101.785,-1.385,100.8,102.291,-1.491,101.2,102.489,-1.289,100,101.734,101,102.351,35.941,491040,71.305,-0.101,-0.417,0.255,0.233,0.32,-0.026
2026-07-01T04:15:00.000Z,50,51.388,47.496,42,43.074,43.837,99.4,100.581,-1.181,99.8,101.727,-1.927,100.2,101.692,-1.492,100.6,101.629,-1.029,100,101.638,-1.638,100.4,101.853,-1.453,100.8,102.33,-1.53,101.2,102.871,-1.671,100,101.79,101,102.241,35.863,521730,70.6,-0.093,-0.46,0.238,0.224,0.317,-0.058
2026-07-01T04:30:00.000Z,50,50.953,46.402,42,42.601,43.281,99.4,100.66,-1.26,99.8,101.501,-1.701,100.2,101.681,-1.481,100.6,102.024,-1.424,100,101.045,-1.045,100.4,101.973,-1.573,100.8,102.589,-1.789,101.2,102.196,-0.996,100,101.709,101,102.049,36.08,552420,70.652,-0.138,-0.401,0.218,0.25,0.312,-0.089
2026-07-01T04:45:00.000Z,50,51.555,45.984,42,43.014,42.567,99.4,100.384,-0.984,99.8,101.291,-1.491,100.2,101.276,-1.076,100.6,101.681,-1.081,100,101.408,-1.408,100.4,101.708,-1.308,100.8,101.92,-1.12,101.2,102.909,-1.709,100,101.572,101,101.937,35.718,583110,69.742,-0.262,-0.438,0.194,0.206,0.303,-0.119
2026-07-01T05:00:00.000Z,50,51.006,45.892,42,43.075,42.803,99.4,100.878,-1.478,99.8,100.898,-1.098,100.2,101.077,-0.877,100.6,101.714,-1.114,100,101.573,-1.573,100.4,101.288,-0.888,100.8,102.389,-1.589,101.2,102.407,-1.207,100,101.528,101,102.095,35.876,613800,68.877,-0.406,-0.364,0.168,0.225,0.291,-0.148
2026-07-01T05:15:00.000Z,50,51.564,44.951,42,42.616,41.822,99.4,100.965,-1.565,99.8,101.051,-1.251,100.2,101.228,-1.028,100.6,101.338,-0.738,100,100.739,-0.739,100.4,101.597,-1.197,100.8,102.408,-1.608,101.2,102.38,-1.18,100,101.463,101,102.023,35.493,644490,69.102,-0.405,-0.383,0.138,0.179,0.276,-0.175
2026-07-01T05:30:00.000Z,50,51.092,45.652,42,43.096,41.652,99.4,100.631,-1.231,99.8,100.493,-0.693,100.2,101.431,-1.231,100.6,101.976,-1.376,100,101.307,-1.307,100.4,101.392,-0.992,100.8,101.626,-0.826,101.2,102.696,-1.496,100,101.444,101,102.096,35.542,675180,68.415,-0.414,-0.178,0.107,0.185,0.259,-0.201
2026-07-01T05:45:00.000Z,50,51.465,44.77,42,42.783,42.073,99.4,100.1,-0.7,99.8,100.601,-0.801,100.2,100.876,-0.676,100.6,101.474,-0.874,100,101.195,-1.195,100.4,101.611,-1.211,100.8,101.512,-0.712,101.2,102.072,-0.872,100,101.18,101,102.184,35.541,705870,67.526,-0.497,-0.151,0.074,0.185,0.239,-0.224
2026-07-01T06:00:00.000Z,50,51.272,44.634,42,43.153,41.951,99.4,100.39,-0.99,99.8,100.57,-0.77,100.2,101.666,-1.466,100.6,101.509,-0.909,100,101.451,-1.451,100.4,101.519,-1.119,100.8,101.711,-0.911,101.2,102.476,-1.276,100,101.412,101,102.386,35.579,736560,68.281,-0.468,-0.177,0.04,0.189,0.216,-0.245
2026-07-01T06:15:00.000Z,50,51.505,45.035,42,42.663,42.315,99.4,100.403,-1.003,99.8,101.178,-1.378,100.2,101.33,-1.13,100.6,101.479,-0.879,100,101.449,-1.449,100.4,101.9,-1.5,100.8,102.3,-1.5,101.2,102.607,-1.407,100,101.581,101,102.58,35.42,767250,68.698,-0.355,-0.044,0.005,0.17,0.192,-0.263
2026-07-01T06:30:00.000Z,50,51.72,45.685,42,42.997,42.385,99.4,100.225,-0.825,99.8,101.015,-1.215,100.2,101.601,-1.401,100.6,101.553,-0.953,100,100.984,-0.984,100.4,101.668,-1.268,100.8,101.786,-0.986,101.2,102.438,-1.238,100,101.409,101,102.501,35.758,797940,68.504,-0.378,0.008,-0.03,0.211,0.165,-0.279
2026-07-01T06:45:00.000Z,50,51.238,45.171,42,43.146,42.618,99.4,100.413,-1.013,99.8,101.345,-1.545,100.2,100.977,-0.777,100.6,101.358,-0.758,100,100.975,-0.975,100.4,101.979,-1.579,100.8,102.073,-1.273,101.2,102.064,-0.864,100,101.398,101,102.179,35.491,828630,68.066,-0.363,0.048,-0.065,0.179,0.137,-0.291
2026-07-01T07:00:00.000Z,50,51.628,45.82,42,43.039,42.762,99.4,100.766,-1.366,99.8,101.435,-1.635,100.2,101.042,-0.842,100.6,101.98,-1.38,100,100.811,-0.811,100.4,101.872,-1.472,100.8,101.904,-1.104,101.2,102.822,-1.622,100,101.579,101,102.283,35.95,859320,69.79,-0.251,0.162,-0.098,0.234,0.107,-0.301
2026-07-01T07:15:00.000Z,50,51.024,46.242,42,42.888,42.956,99.4,100.843,-1.443,99.8,101.465,-1.665,100.2,101.785,-1.585,100.6,101.75,-1.15,100,101.31,-1.31,100.4,101.317,-0.917,100.8,101.765,-0.965,101.2,102.348,-1.148,100,101.573,101,102.077,35.815,890010,70.256,-0.135,0.333,-0.13,0.218,0.077,-0.307
2026-07-01T07:30:00.000Z,50,51.522,47.424,42,42.648,42.873,99.4,101.204,-1.804,99.8,101.128,-1.328,100.2,101.589,-1.389,100.6,102.408,-1.808,100,101.105,-1.105,100.4,101.633,-1.233,100.8,102.641,-1.841,101.2,102.452,-1.252,100,101.77,101,102.066,35.941,920700,69.77,-0.173,0.316,-0.16,0.233,0.045,-0.31
2026-07-01T07:45:00.000Z,50,51.339,47.399,42,42.564,43.554,99.4,100.516,-1.116,99.8,101.06,-1.26,100.2,102.1,-1.9,100.6,102.37,-1.77,100,101.271,-1.271,100.4,101.861,-1.461,100.8,102.502,-1.702,101.2,102.35,-1.15,100,101.754,101,101.931,36.091,951390,71.01,-0.031,0.359,-0.187,0.251,0.013,-0.309
2026-07-01T08:00:00.000Z,50,51.321,48.404,42,42.525,44.47,99.4,101.309,-1.909,99.8,101.558,-1.758,100.2,102.133,-1.933,100.6,102.351,-1.751,100,101.313,-1.313,100.4,101.721,-1.321,100.8,102.103,-1.303,101.2,103.062,-1.862,100,101.944,101,102.33,36.118,982080,72.091,0.063,0.461,-0.212,0.254,-0.019,-0.306
2026-07-01T08:15:00.000Z,50,50.829,48.233,42,42.993,44.557,99.4,101.072,-1.672,99.8,101.664,-1.864,100.2,102.059,-1.859,100.6,101.86,-1.26,100,101.594,-1.594,100.4,101.78,-1.38,100.8,102.758,-1.958,101.2,102.746,-1.546,100,101.942,101,101.816,35.977,1012770,72.244,0.062,0.396,-0.233,0.237,-0.05,-0.299
2026-07-01T08:30:00.000Z,50,51.233,48.677,42,42.467,44.72,99.4,100.66,-1.26,99.8,101.673,-1.873,100.2,101.566,-1.366,100.6,101.95,-1.35,100,101.724,-1.724,100.4,102.535,-2.135,100.8,102.097,-1.297,101.2,102.803,-1.603,100,101.876,101,102.021,36.306,1043460,73.983,0.27,0.432,-0.251,0.277,-0.082,-0.288
2026-07-01T08:45:00.000Z,50,51.39,49.305,42,42.648,45.572,99.4,101.384,-1.984,99.8,101.816,-2.016,100.2,101.789,-1.589,100.6,102.579,-1.979,100,101.569,-1.569,100.4,101.861,-1.461,100.8,102.096,-1.296,101.2,102.928,-1.728,100,102.003,101,101.727,36.246,1074150,73.886,0.292,0.419,-0.264,0.27,-0.112,-0.275
2026-07-01T09:00:00.000Z,50,51.063,49.666,42,42.807,45.281,99.4,101.305,-1.905,99.8,101.691,-1.891,100.2,102.384,-2.184,100.6,102.088,-1.488,100,101.682,-1.682,100.4,101.85,-1.45,100.8,102.867,-2.067,101.2,103.076,-1.876,100,102.118,101,101.994,36.06,1104840,74.633,0.328,0.431,-0.274,0.247,-0.142,-0.259
2026-07-01T09:15:00.000Z,50,50.902,49.993,42,42.794,45.9,99.4,101.108,-1.708,99.8,101.629,-1.829,100.2,102.318,-2.118,100.6,102.213,-1.613,100,101.915,-1.915,100.4,101.968,-1.568,100.8,102.769,-1.969,101.2,102.952,-1.752,100,102.109,101,101.584,36.325,1135530,74.79,0.4,0.362,-0.279,0.279,-0.17,-0.24
2026-07-01T09:30:00.000Z,50,50.535,51.307,42,42.476,46.48,99.4,100.798,-1.398,99.8,101.879,-2.079,100.2,101.693,-1.493,100.6,102.141,-1.541,100,102.111,-2.111,100.4,102.186,-1.786,100.8,102.407,-1.607,101.2,103.255,-2.055,100,102.059,101,101.548,35.953,1166220,75.294,0.417,0.288,-0.28,0.234,-0.196,-0.218
2026-07-01T09:45:00.000Z,50,50.748,50.649,42,42.442,45.793,99.4,101.1,-1.7,99.8,101.6,-1.8,100.2,101.98,-1.78,100.6,101.959,-1.359,100,102.061,-2.061,100.4,101.827,-1.427,100.8,102.785,-1.985,101.2,103.171,-1.971,100,102.06,101,101.898,36.22,1196910,76.012,0.501,0.225,-0.276,0.266,-0.22,-0.194
2026-07-01T10:00:00.000Z,50,50.763,51.491,42,42.336,46.472,99.4,100.945,-1.545,99.8,101.32,-1.52,100.2,102.013,-1.813,100.6,102.076,-1.476,100,101.621,-1.621,100.4,102.282,-1.882,100.8,102.666,-1.866,101.2,102.574,-1.374,100,101.937,101,101.552,36.006,1227600,76.662,0.454,0.183,-0.268,0.241,-0.242,-0.168
2026-07-01T10:15:00.000Z,50,50.681,51.083,42,42.258,46.101,99.4,101.084,-1.684,99.8,100.918,-1.118,100.2,101.821,-1.621,100.6,101.725,-1.125,100,101.862,-1.862,100.4,101.837,-1.437,100.8,102.265,-1.465,101.2,102.906,-1.706,100,101.802,101,101.46,36.08,1258290,75.737,0.441,0.168,-0.257,0.25,-0.262,-0.141
2026-07-01T10:30:00.000Z,50,50.761,51.28,42,42.602,45.805,99.4,101.007,-1.607,99.8,101.486,-1.686,100.2,101.382,-1.182,100.6,101.58,-0.98,100,101.773,-1.773,100.4,102.061,-1.661,100.8,101.843,-1.043,101.2,102.6,-1.4,100,101.717,101,101.475,35.762,1288980,76.13,0.403,-0.003,-0.241,0.211,-0.279,-0.111
2026-07-01T10:45:00.000Z,50,50.678,50.096,42,42.11,45.35,99.4,100.138,-0.738,99.8,100.618,-0.818,100.2,101.1,-0.9,100.6,102.135,-1.535,100,101.441,-1.441,100.4,101.355,-0.955,100.8,101.538,-0.738,101.2,102.175,-0.975,100,101.313,101,101.063,35.389,1319670,75.474,0.381,-0.059,-0.221,0.167,-0.293,-0.081
2026-07-01T11:00:00.000Z,50,50.222,50.416,42,42.321,45.502,99.4,100.659,-1.259,99.8,100.346,-0.546,100.2,101.458,-1.258,100.6,101.217,-0.617,100,101.008,-1.008,100.4,101.413,-1.013,100.8,101.925,-1.125,101.2,102.07,-0.87,100,101.262,101,101.019,34.965,1350360,75.098,0.216,-0.177,-0.198,0.116,-0.305,-0.05
2026-07-01T11:15:00.000Z,50,50.502,49.499,42,42.034,45.654,99.4,100.155,-0.755,99.8,100.827,-1.027,100.2,100.89,-0.69,100.6,101.058,-0.458,100,100.72,-0.72,100.4,101.326,-0.926,100.8,101.802,-1.002,101.2,102.292,-1.092,100,101.134,101,101.215,35.013,1381050,74.507,0.165,-0.207,-0.171,0.122,-0.313,-0.018
2026-07-01T11:30:00.000Z,50,50.491,49.312,42,41.853,44.461,99.4,100.351,-0.951,99.8,100.559,-0.759,100.2,100.314,-0.114,100.6,101.386,-0.786,100,100.323,-0.323,100.4,100.526,-0.126,100.8,100.879,-0.079,101.2,101.386,-0.186,100,100.715,101,101.295,34.563,1411740,73.854,0.028,-0.224,-0.142,0.068,-0.318,0.014
2026-07-01T11:45:00.000Z,50,49.847,48.797,42,41.921,44.121,99.4,99.997,-0.597,99.8,100.261,-0.461,100.2,100.479,-0.279,100.6,100.607,-0.007,100,100.097,-0.097,100.4,100.849,-0.449,100.8,101.383,-0.583,101.2,101.307,-0.107,100,100.623,101,100.645,34.327,1442430,72.194,0.063,-0.288,-0.111,0.039,-0.32,0.046
2026-07-01T12:00:00.000Z,50,50.251,48.553,42,41.858,43.822,99.4,99.564,-0.164,99.8,100.229,-0.429,100.2,100.535,-0.335,100.6,100.835,-0.235,100,99.555,0.445,100.4,100.015,0.385,100.8,100.834,-0.034,101.2,100.924,0.276,100,100.311,101,100.995,33.781,1473120,72.167,-0.133,-0.436,-0.078,-0.026,-0.319,0.078
2026-07-01T12:15:00.000Z,50,49.855,47.92,42,41.887,43.455,99.4,99.161,0.239,99.8,99.766,0.034,100.2,100.062,0.138,100.6,100.021,0.579,100,99.526,0.474,100.4,100.584,-0.184,100.8,100.451,0.349,101.2,101.047,0.153,100,100.077,101,100.785,33.781,1503810,70.634,-0.203,-0.378,-0.044,-0.026,-0.314,0.108
2026-07-01T12:30:00.000Z,50,49.9,46.711,42,41.785,43.315,99.4,98.688,0.712,99.8,99.729,0.071,100.2,99.313,0.887,100.6,99.976,0.624,100,99.858,0.142,100.4,99.467,0.933,100.8,99.851,0.949,101.2,100.859,0.341,100,99.718,101,100.455,33.201,1534500,70.759,-0.246,-0.443,-0.009,-0.096,-0.307,0.138
2026-07-01T12:45:00.000Z,50,49.411,46.75,42,41.612,42.476,99.4,98.537,0.863,99.8,99.187,0.613,100.2,99.836,0.364,100.6,99.686,0.914,100,99.708,0.292,100.4,99.216,1.184,100.8,100.193,0.607,101.2,100.271,0.929,100,99.579,101,100.461,33.227,1565190,69.125,-0.333,-0.489,0.026,-0.093,-0.296,0.166
2026-07-01T13:00:00.000Z,50,49.926,45.489,42,42.032,41.959,99.4,98.594,0.806,99.8,98.665,1.135,100.2,99.24,0.96,100.6,100.069,0.531,100,98.652,1.348,100.4,99.348,1.052,100.8,100.194,0.606,101.2,100.199,1.001,100,99.37,101,100.194,32.874,1595880,69.007,-0.425,-0.368,0.06,-0.135,-0.283,0.192
2026-07-01T13:15:00.000Z,50,49.686,45.157,42,41.745,42.534,99.4,98.165,1.235,99.8,98.535,1.265,100.2,99.098,1.102,100.6,99.616,0.984,100,99.278,0.722,100.4,99.648,0.752,100.8,99.603,1.197,101.2,100.212,0.988,100,99.269,101,100.341,32.781,1626570,69.107,-0.386,-0.407,0.094,-0.146,-0.266,0.216
2026-07-01T13:30:00.000Z,50,49.491,45.603,42,41.585,41.63,99.4,98.42,0.98,99.8,98.87,0.93,100.2,99.302,0.898,100.6,99.313,1.287,100,98.865,1.135,100.4,98.743,1.657,100.8,99.28,1.52,101.2,99.852,1.348,100,99.081,101,100.476,32.244,1657260,67.635,-0.503,-0.426,0.126,-0.211,-0.247,0.238
2026-07-01T13:45:00.000Z,50,49.185,44.717,42,41.356,41.93,99.4,98.302,1.098,99.8,98.698,1.102,100.2,98.935,1.265,100.6,99.473,1.127,100,98.954,1.046,100.4,99.129,1.271,100.8,99.401,1.399,101.2,99.666,1.534,100,99.07,101,100.149,32.122,1687950,68.441,-0.413,-0.294,0.156,-0.225,-0.226,0.257
2026-07-01T14:00:00.000Z,50,49.421,45.23,42,41.778,41.915,99.4,97.88,1.52,99.8,98.635,1.165,100.2,98.47,1.73,100.6,99.337,1.263,100,98.271,1.729,100.4,98.563,1.837,100.8,98.917,1.883,101.2,99.466,1.734,100,98.692,101,99.784,31.868,1718640,68.463,-0.386,-0.169,0.184,-0.256,-0.202,0.274
2026-07-01T14:15:00.000Z,50,48.99,45.469,42,41.735,42.02,99.4,98.025,1.375,99.8,98.114,1.686,100.2,98.622,1.578,100.6,98.833,1.767,100,98.18,1.82,100.4,98.901,1.499,100.8,98.93,1.87,101.2,99.421,1.779,100,98.628,101,100.263,32.057,1749330,68.763,-0.442,-0.101,0.209,-0.233,-0.176,0.287
2026-07-01T14:30:00.000Z,50,48.916,44.724,42,41.188,41.501,99.4,97.703,1.697,99.8,98.487,1.313,100.2,98.399,1.801,100.6,99.002,1.598,100,98.364,1.636,100.4,98.952,1.448,100.8,99.481,1.319,101.2,99.04,2.16,100,98.679,101,99.767,31.792,1780020,68.407,-0.324,-0.102,0.23,-0.265,-0.149,0.298
2026-07-01T14:45:00.000Z,50,49.32,45.948,42,41.685,41.74,99.4,97.526,1.874,99.8,98.136,1.664,100.2,98.321,1.879,100.6,98.87,1.73,100,98.651,1.349,100.4,98.981,1.419,100.8,99.349,1.451,101.2,99.855,1.345,100,98.711,101,99.806,31.703,1810710,69.139,-0.291,-0.002,0.248,-0.276,-0.12,0.305
2026-07-01T15:00:00.000Z,50,49.241,45.636,42,41.522,42.261,99.4,97.602,1.798,99.8,97.664,2.136,100.2,98.024,2.176,100.6,98.685,1.915,100,97.946,2.054,100.4,98.671,1.729,100.8,99.437,1.363,101.2,99.299,1.901,100,98.416,101,99.731,31.893,1841400,69.509,-0.275,0.115,0.263,-0.253,-0.089,0.309
2026-07-01T15:15:00.000Z,50,49.103,46.793,42,41.473,42.766,99.4,97.781,1.619,99.8,97.907,1.893,100.2,98.179,2.021,100.6,99.092,1.508,100,98.358,1.642,100.4,98.371,2.029,100.8,99.477,1.323,101.2,99.454,1.746,100,98.577,101,99.542,31.577,1872090,70.017,-0.162,0.068,0.273,-0.291,-0.058,0.31
2026-07-01T15:30:00.000Z,50,49.025,47.356,42,41.143,43.235,99.4,97.795,1.605,99.8,97.801,1.999,100.2,98.065,2.135,100.6,98.535,2.065,100,98.367,1.633,100.4,98.856,1.544,100.8,99.439,1.361,101.2,99.736,1.464,100,98.574,101,99.791,31.646,1902780,69.912,-0.059,0.195,0.278,-0.282,-0.027,0.307
2026-07-01T15:45:00.000Z,50,48.85,47.287,42,41.23,43.363,99.4,98.088,1.312,99.8,97.832,1.968,100.2,98.335,1.865,100.6,98.881,1.719,100,98.171,1.829,100.4,98.91,1.49,100.8,98.736,2.064,101.2,99.71,1.49,100,98.583,101,99.8,31.894,1933470,71.818,-0.064,0.261,0.28,-0.253,0.005,0.302
2026-07-01T16:00:00.000Z,50,48.871,47.557,42,41.455,43.529,99.4,97.692,1.708,99.8,98.047,1.753,100.2,98.324,1.876,100.6,98.896,1.704,100,98.37,1.63,100.4,98.574,1.826,100.8,99.67,1.13,101.2,99.503,1.697,100,98.635,101,99.782,31.76,1964160,71.442,0.051,0.246,0.277,-0.269,0.037,0.293
2026-07-01T16:15:00.000Z,50,48.779,49.002,42,41.067,44.251,99.4,98.12,1.28,99.8,98.752,1.048,100.2,98.918,1.282,100.6,99.41,1.19,100,98.46,1.54,100.4,99.037,1.363,100.8,99.191,1.609,101.2,99.551,1.649,100,98.93,101,99.603,31.995,1994850,73.315,0.259,0.41,0.27,-0.241,0.069,0.28
2026-07-01T16:30:00.000Z,50,48.662,49.112,42,41.27,45.315,99.4,97.765,1.635,99.8,98.751,1.049,100.2,98.592,1.608,100.6,98.782,1.818,100,98.255,1.745,100.4,99.401,0.999,100.8,99.727,1.073,101.2,99.904,1.296,100,98.897,101,99.713,32.299,2025540,74.168,0.31,0.332,0.258,-0.204,0.1,0.265
