Timestamp,Dancer_Setpoint,Dancer_Process_Value,Dancer_Output,Nip_Setpoint,Nip_Process_Value,Nip_Output,Seal1_Heat1_Setpoint,Seal1_Heat1_Process_Value,Seal1_Heat1_Draw_Temp_Correction,Seal1_Heat2_Setpoint,Seal1_Heat2_Process_Value,Seal1_Heat2_Draw_Temp_Correction,Seal1_Heat3_Setpoint,Seal1_Heat3_Process_Value,Seal1_Heat3_Draw_Temp_Correction,Seal1_Heat4_Setpoint,Seal1_Heat4_Process_Value,Seal1_Heat4_Draw_Temp_Correction,Seal2_Heat1_Setpoint,Seal2_Heat1_Process_Value,Seal2_Heat1_Draw_Temp_Correction,Seal2_Heat2_Setpoint,Seal2_Heat2_Process_Value,Seal2_Heat2_Draw_Temp_Correction,Seal2_Heat3_Setpoint,Seal2_Heat3_Process_Value,Seal2_Heat3_Draw_Temp_Correction,Seal2_Heat4_Setpoint,Seal2_Heat4_Process_Value,Seal2_Heat4_Draw_Temp_Correction,Seal1_Temperature_Setpoint,Seal1_Temperature_Process_Value,Seal2_Temperature_Setpoint,Seal2_Temperature_Process_Value,Line_Speed,Production_Length,Extrusion_Output,Printmark_Sensor_1_Offset,Printmark_Sensor_2_Offset,Punch_Position_Offset,Punch_Speed_Offset,Seal1_Position_Offset,Seal2_Position_Offset
2026-07-01T01:40:00.000Z,50,50.293,50.918,42,42.103,46.533,99.4,100.457,-1.057,99.8,101.582,-1.782,100.2,101.258,-1.058,100.6,101.804,-1.204,100,101.865,-1.865,100.4,101.527,-1.127,100.8,102.098,-1.298,101.2,102.48,-1.28,100,101.634,101,101.138,35.783,204600,75.7,0.47,0.204,0.207,0.214,0.198,0.239
2026-07-01T01:50:00.000Z,50,50.79,51.068,42,42.327,46.223,99.4,101.159,-1.759,99.8,101.086,-1.286,100.2,101.441,-1.241,100.6,102.426,-1.826,100,101.638,-1.638,100.4,101.842,-1.442,100.8,102.589,-1.789,101.2,103.137,-1.937,100,101.915,101,101.4,35.939,225060,76.285,0.413,0.113,0.222,0.233,0.214,0.225
2026-07-01T02:00:00.000Z,50,50.588,51.471,42,42.472,46.519,99.4,100.951,-1.551,99.8,101.433,-1.633,100.2,101.838,-1.638,100.6,102.555,-1.955,100,101.45,-1.45,100.4,101.749,-1.349,100.8,102.235,-1.435,101.2,102.909,-1.709,100,101.89,101,101.479,35.797,245520,76.131,0.465,0.105,0.236,0.216,0.23,0.21
2026-07-01T02:10:00.000Z,50,51.018,51.245,42,42.427,46.151,99.4,101.272,-1.872,99.8,101.59,-1.79,100.2,101.573,-1.373,100.6,102.025,-1.425,100,101.59,-1.59,100.4,101.857,-1.457,100.8,102.06,-1.26,101.2,102.494,-1.294,100,101.808,101,101.557,36.048,265980,75.953,0.397,0.027,0.247,0.246,0.244,0.194
2026-07-01T02:20:00.000Z,50,50.505,51.106,42,42.548,45.644,99.4,101.138,-1.738,99.8,101.831,-2.031,100.2,101.569,-1.369,100.6,102.188,-1.588,100,101.57,-1.57,100.4,102.021,-1.621,100.8,102.132,-1.332,101.2,103.272,-2.072,100,101.965,101,101.666,36.18,286440,75.169,0.442,-0.11,0.257,0.262,0.257,0.176
2026-07-01T02:30:00.000Z,50,50.559,50.374,42,42.62,45.693,99.4,101.378,-1.978,99.8,101.429,-1.629,100.2,101.85,-1.65,100.6,102.151,-1.551,100,101.875,-1.875,100.4,102.455,-2.055,100.8,102.201,-1.401,101.2,102.778,-1.578,100,102.015,101,101.565,36.064,306900,76.072,0.372,-0.087,0.266,0.248,0.269,0.158
2026-07-01T02:40:00.000Z,50,50.649,50.745,42,42.599,46.237,99.4,100.816,-1.416,99.8,101.216,-1.416,100.2,101.542,-1.342,100.6,101.944,-1.344,100,101.487,-1.487,100.4,102.569,-2.169,100.8,102.666,-1.866,101.2,103.163,-1.963,100,101.925,101,101.494,36.361,327360,75.345,0.332,-0.087,0.272,0.283,0.28,0.14
2026-07-01T02:50:00.000Z,50,51.139,50.611,42,42.622,45.842,99.4,101.58,-2.18,99.8,101.958,-2.158,100.2,101.57,-1.37,100.6,102.82,-2.22,100,101.519,-1.519,100.4,102.222,-1.822,100.8,102.427,-1.627,101.2,102.562,-1.362,100,102.082,101,101.747,36.085,347820,75.617,0.388,-0.283,0.277,0.25,0.29,0.12
2026-07-01T03:00:00.000Z,50,51.087,50.311,42,42.807,45.101,99.4,101.492,-2.092,99.8,101.152,-1.352,100.2,101.958,-1.758,100.6,102.109,-1.509,100,101.809,-1.809,100.4,101.942,-1.542,100.8,102.696,-1.896,101.2,102.82,-1.62,100,101.997,101,101.946,36.303,368280,74.528,0.355,-0.255,0.279,0.276,0.298,0.1
2026-07-01T03:10:00.000Z,50,50.763,50.28,42,42.744,45.826,99.4,101.174,-1.774,99.8,101.619,-1.819,100.2,101.832,-1.632,100.6,102.517,-1.917,100,101.889,-1.889,100.4,102.053,-1.653,100.8,102.815,-2.015,101.2,102.902,-1.702,100,102.1,101,102.042,36.272,388740,73.881,0.24,-0.345,0.28,0.273,0.305,0.08
2026-07-01T03:20:00.000Z,50,50.989,49.818,42,42.698,44.891,99.4,101.189,-1.789,99.8,101.13,-1.33,100.2,102.119,-1.919,100.6,102.693,-2.093,100,101.6,-1.6,100.4,102.037,-1.637,100.8,102.231,-1.431,101.2,103.16,-1.96,100,102.02,101,101.81,36.003,409200,73.349,0.175,-0.318,0.279,0.24,0.311,0.059
2026-07-01T03:30:00.000Z,50,50.927,49.588,42,42.45,45.162,99.4,100.982,-1.582,99.8,101.582,-1.782,100.2,101.944,-1.744,100.6,102.47,-1.87,100,102.047,-2.047,100.4,102.411,-2.011,100.8,102.579,-1.779,101.2,102.82,-1.62,100,102.104,101,102.067,36.343,429660,73.578,0.227,-0.346,0.276,0.281,0.315,0.038
2026-07-01T03:40:00.000Z,50,51.287,48.631,42,42.99,44.292,99.4,100.721,-1.321,99.8,101.521,-1.721,100.2,102.233,-2.033,100.6,102.158,-1.558,100,101.34,-1.34,100.4,102.218,-1.818,100.8,102.369,-1.569,101.2,103.292,-2.092,100,101.982,101,102.232,36.315,450120,73.169,0.145,-0.346,0.27,0.278,0.318,0.017
2026-07-01T03:50:00.000Z,50,51.309,48.136,42,42.81,44.534,99.4,101.105,-1.705,99.8,101.481,-1.681,100.2,102.114,-1.914,100.6,102.306,-1.706,100,101.82,-1.82,100.4,102.391,-1.991,100.8,102.586,-1.786,101.2,103.226,-2.026,100,102.129,101,102.307,36.332,470580,72.355,0.095,-0.392,0.263,0.28,0.32,-0.005
2026-07-01T04:00:00.000Z,50,51.311,48.5,42,42.607,43.556,99.4,100.746,-1.346,99.8,101.219,-1.419,100.2,101.612,-1.412,100.6,102.182,-1.582,100,101.549,-1.549,100.4,101.785,-1.385,100.8,102.291,-1.491,101.2,102.489,-1.289,100,101.734,101,102.351,35.941,491040,71.305,-0.101,-0.417,0.255,0.233,0.32,-0.026
2026-07-01T04:10:00.000Z,50,51.3,48.072,42,43.061,43.526,99.4,100.627,-1.227,99.8,101.22,-1.42,100.2,101.654,-1.454,100.6,102.455,-1.855,100,101.21,-1.21,100.4,101.832,-1.432,100.8,102.361,-1.561,101.2,102.851,-1.651,100,101.776,101,102.345,36.246,511500,71.037,-0.039,-0.485,0.244,0.27,0.319,-0.047
2026-07-01T04:20:00.000Z,50,51.229,46.719,42,42.586,43.059,99.4,101.196,-1.796,99.8,101.041,-1.241,100.2,101.368,-1.168,100.6,102.206,-1.606,100,101.871,-1.871,100.4,101.908,-1.508,100.8,102.559,-1.759,101.2,102.833,-1.633,100,101.873,101,101.93,35.944,531960,70.908,-0.114,-0.445,0.232,0.233,0.316,-0.068
2026-07-01T04:30:00.000Z,50,50.953,46.402,42,42.601,43.281,99.4,100.66,-1.26,99.8,101.501,-1.701,100.2,101.681,-1.481,100.6,102.024,-1.424,100,101.045,-1.045,100.4,101.973,-1.573,100.8,102.589,-1.789,101.2,102.196,-0.996,100,101.709,101,102.049,36.08,552420,70.652,-0.138,-0.401,0.218,0.25,0.312,-0.089
2026-07-01T04:40:00.000Z,50,51.391,46.235,42,42.993,42.992,99.4,101.104,-1.704,99.8,101.524,-1.724,100.2,101.718,-1.518,100.6,102.368,-1.768,100,101.179,-1.179,100.4,102.111,-1.711,100.8,102.524,-1.724,101.2,102.645,-1.445,100,101.897,101,102.388,35.751,572880,69.867,-0.268,-0.363,0.202,0.21,0.306,-0.109
2026-07-01T04:50:00.000Z,50,51.406,46.622,42,42.732,42.224,99.4,100.327,-0.927,99.8,101.18,-1.38,100.2,101.508,-1.308,100.6,101.725,-1.125,100,101.373,-1.373,100.4,101.698,-1.298,100.8,102.037,-1.237,101.2,102.716,-1.516,100,101.571,101,102.104,35.856,593340,69.76,-0.328,-0.381,0.186,0.223,0.299,-0.129
2026-07-01T05:00:00.000Z,50,51.006,45.892,42,43.075,42.803,99.4,100.878,-1.478,99.8,100.898,-1.098,100.2,101.077,-0.877,100.6,101.714,-1.114,100,101.573,-1.573,100.4,101.288,-0.888,100.8,102.389,-1.589,101.2,102.407,-1.207,100,101.528,101,102.095,35.876,613800,68.877,-0.406,-0.364,0.168,0.225,0.291,-0.148
2026-07-01T05:10:00.000Z,50,51.362,45.774,42,43.163,42.467,99.4,100.99,-1.59,99.8,101.26,-1.46,100.2,101.353,-1.153,100.6,102.013,-1.413,100,101.604,-1.604,100.4,101.833,-1.433,100.8,101.704,-0.904,101.2,102.827,-1.627,100,101.698,101,101.979,35.554,634260,69.053,-0.382,-0.335,0.148,0.186,0.281,-0.167
2026-07-01T05:20:00.000Z,50,51.24,45.441,42,42.695,42.332,99.4,100.257,-0.857,99.8,100.628,-0.828,100.2,101.462,-1.262,100.6,102.148,-1.548,100,100.865,-0.865,100.4,101.722,-1.322,100.8,101.967,-1.167,101.2,102.436,-1.236,100,101.436,101,102.061,35.92,654720,68.553,-0.357,-0.239,0.128,0.23,0.271,-0.184
2026-07-01T05:30:00.000Z,50,51.092,45.652,42,43.096,41.652,99.4,100.631,-1.231,99.8,100.493,-0.693,100.2,101.431,-1.231,100.6,101.976,-1.376,100,101.307,-1.307,100.4,101.392,-0.992,100.8,101.626,-0.826,101.2,102.696,-1.496,100,101.444,101,102.096,35.542,675180,68.415,-0.414,-0.178,0.107,0.185,0.259,-0.201
2026-07-01T05:40:00.000Z,50,51.177,45.133,42,42.836,41.41,99.4,100.426,-1.026,99.8,100.567,-0.767,100.2,101.287,-1.087,100.6,101.674,-1.074,100,101.388,-1.388,100.4,101.359,-0.959,100.8,102.008,-1.208,101.2,101.977,-0.777,100,101.336,101,102.276,35.828,695640,68.27,-0.441,-0.159,0.085,0.219,0.246,-0.217
2026-07-01T05:50:00.000Z,50,51.648,44.449,42,42.959,42.244,99.4,100.225,-0.825,99.8,100.809,-1.009,100.2,101.056,-0.856,100.6,102.06,-1.46,100,100.994,-0.994,100.4,101.651,-1.251,100.8,101.472,-0.672,101.2,102.307,-1.107,100,101.322,101,102.388,35.484,716100,67.853,-0.503,-0.213,0.062,0.178,0.231,-0.231
2026-07-01T06:00:00.000Z,50,51.272,44.634,42,43.153,41.951,99.4,100.39,-0.99,99.8,100.57,-0.77,100.2,101.666,-1.466,100.6,101.509,-0.909,100,101.451,-1.451,100.4,101.519,-1.119,100.8,101.711,-0.911,101.2,102.476,-1.276,100,101.412,101,102.386,35.579,736560,68.281,-0.468,-0.177,0.04,0.189,0.216,-0.245
2026-07-01T06:10:00.000Z,50,51.144,45.611,42,42.806,41.533,99.4,100.634,-1.234,99.8,101.317,-1.517,100.2,101.343,-1.143,100.6,102.002,-1.402,100,100.887,-0.887,100.4,101.296,-0.896,100.8,101.731,-0.931,101.2,102.598,-1.398,100,101.476,101,102.04,35.663,757020,68.705,-0.494,-0.096,0.016,0.2,0.2,-0.258
2026-07-01T06:20:00.000Z,50,51.497,45.471,42,42.972,41.42,99.4,100.294,-0.894,99.8,100.491,-0.691,100.2,101.012,-0.812,100.6,101.655,-1.055,100,100.785,-0.785,100.4,101.135,-0.735,100.8,101.941,-1.141,101.2,102.484,-1.284,100,101.225,101,102.457,35.388,777480,68.433,-0.376,0.058,-0.007,0.167,0.183,-0.269
2026-07-01T06:30:00.000Z,50,51.72,45.685,42,42.997,42.385,99.4,100.225,-0.825,99.8,101.015,-1.215,100.2,101.601,-1.401,100.6,101.553,-0.953,100,100.984,-0.984,100.4,101.668,-1.268,100.8,101.786,-0.986,101.2,102.438,-1.238,100,101.409,101,102.501,35.758,797940,68.504,-0.378,0.008,-0.03,0.211,0.165,-0.279
2026-07-01T06:40:00.000Z,50,51.625,45.329,42,43.135,42.179,99.4,100.193,-0.793,99.8,100.646,-0.846,100.2,101.335,-1.135,100.6,101.559,-0.959,100,100.952,-0.952,100.4,101.773,-1.373,100.8,102.16,-1.36,101.2,102.412,-1.212,100,101.379,101,102.567,35.765,818400,68.207,-0.382,0.088,-0.053,0.212,0.146,-0.288
2026-07-01T06:50:00.000Z,50,51.532,45.939,42,42.612,42.704,99.4,100.314,-0.914,99.8,101.009,-1.209,100.2,101.14,-0.94,100.6,102.105,-1.505,100,100.92,-0.92,100.4,102.005,-1.605,100.8,102.264,-1.464,101.2,102.796,-1.596,100,101.569,101,102.364,35.956,838860,69.309,-0.255,0.163,-0.076,0.235,0.127,-0.295
2026-07-01T07:00:00.000Z,50,51.628,45.82,42,43.039,42.762,99.4,100.766,-1.366,99.8,101.435,-1.635,100.2,101.042,-0.842,100.6,101.98,-1.38,100,100.811,-0.811,100.4,101.872,-1.472,100.8,101.904,-1.104,101.2,102.822,-1.622,100,101.579,101,102.283,35.95,859320,69.79,-0.251,0.162,-0.098,0.234,0.107,-0.301
2026-07-01T07:10:00.000Z,50,51.601,46.215,42,42.946,42.849,99.4,100.343,-0.943,99.8,101.235,-1.435,100.2,101.067,-0.867,100.6,101.911,-1.311,100,101.314,-1.314,100.4,101.533,-1.133,100.8,101.793,-0.993,101.2,102.533,-1.333,100,101.466,101,102.473,35.764,879780,69.174,-0.213,0.168,-0.12,0.212,0.087,-0.305
2026-07-01T07:20:00.000Z,50,51.594,47.042,42,42.946,42.995,99.4,101.033,-1.633,99.8,100.712,-0.912,100.2,101.241,-1.041,100.6,102.196,-1.596,100,101.524,-1.524,100.4,102,-1.6,100.8,102.588,-1.788,101.2,102.73,-1.53,100,101.753,101,102.443,35.931,900240,70.371,-0.218,0.279,-0.14,0.232,0.066,-0.308
2026-07-01T07:30:00.000Z,50,51.522,47.424,42,42.648,42.873,99.4,101.204,-1.804,99.8,101.128,-1.328,100.2,101.589,-1.389,100.6,102.408,-1.808,100,101.105,-1.105,100.4,101.633,-1.233,100.8,102.641,-1.841,101.2,102.452,-1.252,100,101.77,101,102.066,35.941,920700,69.77,-0.173,0.316,-0.16,0.233,0.045,-0.31
2026-07-01T07:40:00.000Z,50,51.464,47.591,42,42.9,43.839,99.4,101.152,-1.752,99.8,101.079,-1.279,100.2,101.236,-1.036,100.6,102.244,-1.644,100,101.019,-1.019,100.4,102.038,-1.638,100.8,102.394,-1.594,101.2,102.292,-1.092,100,101.682,101,102.323,35.882,941160,71.186,-0.006,0.387,-0.179,0.226,0.024,-0.31
2026-07-01T07:50:00.000Z,50,51.166,47.777,42,42.651,43.919,99.4,100.806,-1.406,99.8,101.136,-1.336,100.2,102.009,-1.809,100.6,101.699,-1.099,100,101.745,-1.745,100.4,102.106,-1.706,100.8,102.522,-1.722,101.2,102.75,-1.55,100,101.847,101,102.063,36.195,961620,71.476,-0.024,0.33,-0.196,0.263,0.003,-0.308
2026-07-01T08:00:00.000Z,50,51.321,48.404,42,42.525,44.47,99.4,101.309,-1.909,99.8,101.558,-1.758,100.2,102.133,-1.933,100.6,102.351,-1.751,100,101.313,-1.313,100.4,101.721,-1.321,100.8,102.103,-1.303,101.2,103.062,-1.862,100,101.944,101,102.33,36.118,982080,72.091,0.063,0.461,-0.212,0.254,-0.019,-0.306
2026-07-01T08:10:00.000Z,50,50.989,48.148,42,42.711,44.442,99.4,101.298,-1.898,99.8,101.25,-1.45,100.2,101.633,-1.433,100.6,102.578,-1.978,100,101.705,-1.705,100.4,102.345,-1.945,100.8,102.799,-1.999,101.2,103.137,-1.937,100,102.093,101,102.288,36.252,1002540,72.422,0.098,0.438,-0.226,0.27,-0.04,-0.301
2026-07-01T08:20:00.000Z,50,50.917,48.637,42,42.873,44.56,99.4,100.953,-1.553,99.8,101.597,-1.797,100.2,101.436,-1.236,100.6,102.038,-1.438,100,101.447,-1.447,100.4,101.794,-1.394,100.8,102.689,-1.889,101.2,102.961,-1.761,100,101.864,101,101.92,35.931,1023000,72.704,0.21,0.464,-0.239,0.232,-0.061,-0.296
2026-07-01T08:30:00.000Z,50,51.233,48.677,42,42.467,44.72,99.4,100.66,-1.26,99.8,101.673,-1.873,100.2,101.566,-1.366,100.6,101.95,-1.35,100,101.724,-1.724,100.4,102.535,-2.135,100.8,102.097,-1.297,101.2,102.803,-1.603,100,101.876,101,102.021,36.306,1043460,73.983,0.27,0.432,-0.251,0.277,-0.082,-0.288
2026-07-01T08:40:00.000Z,50,50.879,49.35,42,42.431,45.056,99.4,100.921,-1.521,99.8,101.87,-2.07,100.2,102.05,-1.85,100.6,102.15,-1.55,100,101.533,-1.533,100.4,102.026,-1.626,100.8,102.337,-1.537,101.2,103.253,-2.053,100,102.018,101,102.084,35.999,1063920,74.374,0.231,0.43,-0.26,0.24,-0.102,-0.28
2026-07-01T08:50:00.000Z,50,51.015,50.345,42,42.509,45.001,99.4,100.77,-1.37,99.8,101.464,-1.664,100.2,102.014,-1.814,100.6,102.193,-1.593,100,101.837,-1.837,100.4,101.974,-1.574,100.8,102.753,-1.953,101.2,102.724,-1.524,100,101.966,101,101.77,36.116,1084380,73.769,0.368,0.389,-0.268,0.254,-0.122,-0.27
2026-07-01T09:00:00.000Z,50,51.063,49.666,42,42.807,45.281,99.4,101.305,-1.905,99.8,101.691,-1.891,100.2,102.384,-2.184,100.6,102.088,-1.488,100,101.682,-1.682,100.4,101.85,-1.45,100.8,102.867,-2.067,101.2,103.076,-1.876,100,102.118,101,101.994,36.06,1104840,74.633,0.328,0.431,-0.274,0.247,-0.142,-0.259
2026-07-01T09:10:00.000Z,50,50.638,50.749,42,42.428,45.703,99.4,101.314,-1.914,99.8,101.583,-1.783,100.2,102.286,-2.086,100.6,102.763,-2.163,100,101.788,-1.788,100.4,102.048,-1.648,100.8,102.892,-2.092,101.2,102.885,-1.685,100,102.195,101,101.608,36.225,1125300,75.587,0.344,0.414,-0.278,0.267,-0.16,-0.247
2026-07-01T09:20:00.000Z,50,50.831,50.878,42,42.324,45.617,99.4,101.594,-2.194,99.8,101.674,-1.874,100.2,101.747,-1.547,100.6,102.772,-2.172,100,101.358,-1.358,100.4,102.394,-1.994,100.8,102.113,-1.313,101.2,102.69,-1.49,100,102.043,101,101.852,36.278,1145760,75.568,0.388,0.363,-0.28,0.273,-0.178,-0.233
2026-07-01T09:30:00.000Z,50,50.535,51.307,42,42.476,46.48,99.4,100.798,-1.398,99.8,101.879,-2.079,100.2,101.693,-1.493,100.6,102.141,-1.541,100,102.111,-2.111,100.4,102.186,-1.786,100.8,102.407,-1.607,101.2,103.255,-2.055,100,102.059,101,101.548,35.953,1166220,75.294,0.417,0.288,-0.28,0.234,-0.196,-0.218
2026-07-01T09:40:00.000Z,50,51.128,50.982,42,42.454,46.105,99.4,100.974,-1.574,99.8,101.421,-1.621,100.2,102.151,-1.951,100.6,102.67,-2.07,100,101.263,-1.263,100.4,102.286,-1.886,100.8,102.353,-1.553,101.2,102.638,-1.438,100,101.97,101,101.931,36.12,1186680,75.203,0.465,0.252,-0.278,0.254,-0.212,-0.203
2026-07-01T09:50:00.000Z,50,50.877,51.076,42,42.65,46.29,99.4,100.743,-1.343,99.8,101.476,-1.676,100.2,102.249,-2.049,100.6,102.107,-1.507,100,102.102,-2.102,100.4,102.199,-1.799,100.8,102.199,-1.399,101.2,102.616,-1.416,100,101.961,101,101.872,36.176,1207140,75.775,0.432,0.163,-0.274,0.261,-0.228,-0.186
2026-07-01T10:00:00.000Z,50,50.763,51.491,42,42.336,46.472,99.4,100.945,-1.545,99.8,101.32,-1.52,100.2,102.013,-1.813,100.6,102.076,-1.476,100,101.621,-1.621,100.4,102.282,-1.882,100.8,102.666,-1.866,101.2,102.574,-1.374,100,101.937,101,101.552,36.006,1227600,76.662,0.454,0.183,-0.268,0.241,-0.242,-0.168
2026-07-01T10:10:00.000Z,50,50.62,51.266,42,42.141,45.975,99.4,100.882,-1.482,99.8,101.241,-1.441,100.2,101.471,-1.271,100.6,101.98,-1.38,100,101.83,-1.83,100.4,101.646,-1.246,100.8,102.589,-1.789,101.2,102.916,-1.716,100,101.819,101,101.506,36.033,1248060,75.988,0.39,0.055,-0.261,0.244,-0.256,-0.15
2026-07-01T10:20:00.000Z,50,50.243,51.407,42,42.538,45.71,99.4,100.49,-1.09,99.8,101.22,-1.42,100.2,101.552,-1.352,100.6,102.362,-1.762,100,101.526,-1.526,100.4,101.999,-1.599,100.8,102.065,-1.265,101.2,102.615,-1.415,100,101.729,101,101.313,35.763,1268520,75.418,0.353,0.159,-0.252,0.212,-0.268,-0.131
2026-07-01T10:30:00.000Z,50,50.761,51.28,42,42.602,45.805,99.4,101.007,-1.607,99.8,101.486,-1.686,100.2,101.382,-1.182,100.6,101.58,-0.98,100,101.773,-1.773,100.4,102.061,-1.661,100.8,101.843,-1.043,101.2,102.6,-1.4,100,101.717,101,101.475,35.762,1288980,76.13,0.403,-0.003,-0.241,0.211,-0.279,-0.111
2026-07-01T10:40:00.000Z,50,50.717,50.616,42,42.559,45.979,99.4,100.959,-1.559,99.8,101.19,-1.39,100.2,100.991,-0.791,100.6,102.095,-1.495,100,101.664,-1.664,100.4,101.882,-1.482,100.8,102.022,-1.222,101.2,102.311,-1.111,100,101.639,101,101.552,35.416,1309440,75.254,0.425,-0.035,-0.228,0.17,-0.289,-0.091
2026-07-01T10:50:00.000Z,50,50.586,50.692,42,42.021,45.415,99.4,100.624,-1.224,99.8,100.459,-0.659,100.2,101.307,-1.107,100.6,102.081,-1.481,100,101.033,-1.033,100.4,101.224,-0.824,100.8,101.651,-0.851,101.2,102.108,-0.908,100,101.311,101,101.361,35.283,1329900,74.917,0.233,-0.026,-0.213,0.154,-0.297,-0.071
2026-07-01T11:00:00.000Z,50,50.222,50.416,42,42.321,45.502,99.4,100.659,-1.259,99.8,100.346,-0.546,100.2,101.458,-1.258,100.6,101.217,-0.617,100,101.008,-1.008,100.4,101.413,-1.013,100.8,101.925,-1.125,101.2,102.07,-0.87,100,101.262,101,101.019,34.965,1350360,75.098,0.216,-0.177,-0.198,0.116,-0.305,-0.05
